,0
59,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
60,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
61,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
62,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
63,https://www.snopes.com/fact-check/white-house-comment-line-trump/
64,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
65,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
66,https://www.snopes.com/fact-check/may-day-protests-kiss/
67,https://www.snopes.com/fact-check/boy-scouts-mormons/
68,https://www.snopes.com/fact-check/heineken-beer-ad-babies/
69,https://www.snopes.com/fact-check/london-mayor-trump-protest/
70,https://www.snopes.com/fact-check/sarah-huckabee-sanders-replaced/
71,https://www.snopes.com/fact-check/oakland-shortstop-nra-shirt/
72,https://www.snopes.com/fact-check/spider-in-tampon/
73,https://www.snopes.com/fact-check/melania-hit-donald-trump-shocking-announcement/
74,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
75,https://www.snopes.com/fact-check/mcdonalds-menu-big-mac/
76,https://www.snopes.com/fact-check/colorado-gun-confiscation/
77,https://www.snopes.com/fact-check/president-obama-bow-ayatollah-khamenei/
78,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
79,https://www.snopes.com/fact-check/canada-refugee-benefits/
80,https://www.snopes.com/fact-check/cut-onions-contamination/
81,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
82,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
83,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
84,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
85,https://www.snopes.com/fact-check/white-house-comment-line-trump/
86,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
87,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
88,https://www.snopes.com/fact-check/average-minimum-wages-big-mac-prices/
89,https://www.snopes.com/fact-check/general-eaton-iran-deal/
90,https://www.snopes.com/fact-check/did-trump-jobs-iran-nuclear-deal/
91,https://www.snopes.com/fact-check/dc-daycare-center-raided/
92,https://www.snopes.com/fact-check/was-twelve-lb-rat-london/
93,https://www.snopes.com/fact-check/pope-francis-gun-owners/
94,https://www.snopes.com/fact-check/nikolas-cruz-promise-obama/
95,https://www.snopes.com/fact-check/deodorant-challenge-sweeping-schools-playgrounds/
96,https://www.snopes.com/fact-check/legalizing-marijuana-necessitate-euthanizing-pot-sniffing-dogs/
97,https://www.snopes.com/fact-check/singer-james-blunt-prevent-world-war-iii/
98,https://www.snopes.com/fact-check/donald-trump-lincoln-success/
99,https://www.snopes.com/fact-check/did-melania-trump-plagiarize-pamphlet/
100,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
101,https://www.snopes.com/fact-check/canada-refugee-benefits/
102,https://www.snopes.com/fact-check/cut-onions-contamination/
103,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
104,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
105,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
106,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
107,https://www.snopes.com/fact-check/white-house-comment-line-trump/
108,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
109,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
110,https://www.snopes.com/fact-check/did-rosie-insanity-campaign-donations/
111,https://www.snopes.com/fact-check/did-north-korea-open-doors-christianity/
112,https://www.snopes.com/fact-check/mann-packaged-vegetable-recall/
113,https://www.snopes.com/fact-check/schools-removing-analog-clocks/
114,https://www.snopes.com/fact-check/does-welcome-sign-kansas-city-typo/
115,https://www.snopes.com/fact-check/senior-and-veterans-discounts/
116,https://www.snopes.com/fact-check/obama-administration-unable-arrange-release/
117,https://www.snopes.com/fact-check/ramad-chatman/
118,https://www.snopes.com/fact-check/took-arrow-knee-marriage/
119,https://www.snopes.com/fact-check/shoebill-stork-real-animal/
120,https://www.snopes.com/fact-check/stepping-rusty-nail-cause-tetanus/
121,https://www.snopes.com/fact-check/lynched-oklahoma-media/
122,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
123,https://www.snopes.com/fact-check/canada-refugee-benefits/
124,https://www.snopes.com/fact-check/cut-onions-contamination/
125,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
126,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
127,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
128,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
129,https://www.snopes.com/fact-check/white-house-comment-line-trump/
130,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
131,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
132,https://www.snopes.com/fact-check/purple-horned-winged-lizard/
133,https://www.snopes.com/fact-check/weapon-advertised-ability-fit-backpack/
134,https://www.snopes.com/fact-check/maryland-billboard-guns-trump-impeachment/
135,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
136,https://www.snopes.com/fact-check/nelson-mandela-trump-praise/
137,https://www.snopes.com/fact-check/michelle-obama-anthem-heart/
138,https://www.snopes.com/fact-check/neutrogena-makeup-remover-wipes/
139,https://www.snopes.com/fact-check/trump-border-dome/
140,https://www.snopes.com/fact-check/love-bugs-origins/
141,https://www.snopes.com/fact-check/hillary-clinton-rare-disease/
142,https://www.snopes.com/fact-check/sinko-de-mayo/
143,https://www.snopes.com/fact-check/cinco-de-mayo/
144,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
145,https://www.snopes.com/fact-check/canada-refugee-benefits/
146,https://www.snopes.com/fact-check/cut-onions-contamination/
147,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
148,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
149,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
150,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
151,https://www.snopes.com/fact-check/white-house-comment-line-trump/
152,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
153,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
154,https://www.snopes.com/fact-check/two-headed-sharks-terrorizing-ocean/
155,https://www.snopes.com/fact-check/trump-faith-based-initiative/
156,https://www.snopes.com/fact-check/honey-browser-extension/
157,https://www.snopes.com/fact-check/trump-nominating-dr-oz-presidential-council-sport-fitness-nutrition/
158,https://www.snopes.com/fact-check/is-vampire-squid-turning-inside-out/
159,https://www.snopes.com/fact-check/is-lincoln-in-wrestling-hall-of-fame/
160,https://www.snopes.com/fact-check/real-hand-eight-fingers/
161,https://www.snopes.com/fact-check/last-house-standing-hurricane-exorcism/
162,https://www.snopes.com/fact-check/donald-trump-nobel-peace-prize/
163,https://www.snopes.com/fact-check/did-netflix-announce-god-of-war-series/
164,https://www.snopes.com/fact-check/did-karl-rove-write-tactics-conservative-blogging/
165,https://www.snopes.com/fact-check/hillary-clinton-hunting-expedition/
166,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
167,https://www.snopes.com/fact-check/canada-refugee-benefits/
168,https://www.snopes.com/fact-check/cut-onions-contamination/
169,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
170,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
171,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
172,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
173,https://www.snopes.com/fact-check/white-house-comment-line-trump/
174,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
175,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
176,https://www.snopes.com/fact-check/samuel-l-jackson-rappers-tweet/
177,https://www.snopes.com/fact-check/real-video-arrow-always-points-right/
178,https://www.snopes.com/fact-check/alfie-evans-vaccines/
179,https://www.snopes.com/fact-check/are-people-dying-exposure-perfume/
180,https://www.snopes.com/fact-check/is-u-s-border-sign-free-stuff-real/
181,https://www.snopes.com/fact-check/is-this-first-caravan-member-asylum/
182,https://www.snopes.com/fact-check/did-michele-bachmann-say-kanye-is-right/
183,https://www.snopes.com/fact-check/hillary-clinton-truck-mishap/
184,https://www.snopes.com/fact-check/patrick-little-neo-nazi-california/
185,https://www.snopes.com/fact-check/university-of-texas-masculinity/
186,https://www.snopes.com/fact-check/pay-bridge-electrical-bill/
187,https://www.snopes.com/fact-check/migrant-caravaners-suicide-vests/
188,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
189,https://www.snopes.com/fact-check/canada-refugee-benefits/
190,https://www.snopes.com/fact-check/cut-onions-contamination/
191,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
192,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
193,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
194,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
195,https://www.snopes.com/fact-check/white-house-comment-line-trump/
196,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
197,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
198,https://www.snopes.com/fact-check/did-ryan-osteen-house-chaplain/
199,https://www.snopes.com/fact-check/hillary-clinton-documentary-missouri/
200,https://www.snopes.com/fact-check/nra-events-guns/
201,https://www.snopes.com/fact-check/was-hearse-towed-during-funeral/
202,https://www.snopes.com/fact-check/israel-nuclear-bomb-syria/
203,https://www.snopes.com/fact-check/dead-reporter-recording-clinton/
204,https://www.snopes.com/fact-check/second-broward-county-death/
205,https://www.snopes.com/fact-check/oklahoma-bill-lgbt-adoptions/
206,https://www.snopes.com/fact-check/did-mike-huckabee-complain-michelle-wolf/
207,https://www.snopes.com/fact-check/california-sex-ed-parents/
208,https://www.snopes.com/fact-check/sarah-huckabee-sanders-aunt-lydia/
209,https://www.snopes.com/fact-check/obama-kanye-chicago-bush/
210,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
211,https://www.snopes.com/fact-check/canada-refugee-benefits/
212,https://www.snopes.com/fact-check/cut-onions-contamination/
213,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
214,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
215,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
216,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
217,https://www.snopes.com/fact-check/white-house-comment-line-trump/
218,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
219,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
220,https://www.snopes.com/fact-check/did-planned-parenthood-defend-bill-cosby/
221,https://www.snopes.com/fact-check/hillary-clinton-killed-fbi-raid/
222,https://www.snopes.com/fact-check/is-sunset-moscow-real/
223,https://www.snopes.com/fact-check/does-body-replace-itself-seven-years/
224,https://www.snopes.com/fact-check/allison-mack-rothschild-clinton/
225,https://www.snopes.com/fact-check/washing-aborted-fetuses/
226,https://www.snopes.com/fact-check/michelle-wolf-newspaper-arrest/
227,https://www.snopes.com/fact-check/comedy-central-wolf-apology/
228,https://www.snopes.com/fact-check/michelle-wolf-hulu-special/
229,https://www.snopes.com/fact-check/kkk-ad-front-page/
230,https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/
231,https://www.snopes.com/fact-check/mike-kennedy-access-hospitals/
232,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
233,https://www.snopes.com/fact-check/canada-refugee-benefits/
234,https://www.snopes.com/fact-check/cut-onions-contamination/
235,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
236,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
237,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
238,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
239,https://www.snopes.com/fact-check/white-house-comment-line-trump/
240,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
241,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
242,https://www.snopes.com/fact-check/did-man-receive-153000-bill-rattlesnake/
243,https://www.snopes.com/fact-check/fascism-corporations-corporatism-dictionary/
244,https://www.snopes.com/fact-check/camels-crossing-the-sea/
245,https://www.snopes.com/fact-check/body-pedophile-dumped-parliament/
246,https://www.snopes.com/fact-check/sweden-society-health-care/
247,https://www.snopes.com/fact-check/velvet-cowkiller-ant/
248,https://www.snopes.com/fact-check/did-man-lock-head-cage/
249,https://www.snopes.com/fact-check/right-to-resist-unlawful-arrest/
250,https://www.snopes.com/fact-check/new-study-marijuana-crohns/
251,https://www.snopes.com/fact-check/sleepy-eyes-anti-semitic-slur/
252,https://www.snopes.com/fact-check/did-maine-democrats-vote-to-allow-fgm/
253,https://www.snopes.com/fact-check/healthcare-in-japan/
254,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
255,https://www.snopes.com/fact-check/canada-refugee-benefits/
256,https://www.snopes.com/fact-check/cut-onions-contamination/
257,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
258,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
259,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
260,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
261,https://www.snopes.com/fact-check/white-house-comment-line-trump/
262,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
263,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
264,https://www.snopes.com/fact-check/was-trump-best-worst-president-time/
265,https://www.snopes.com/fact-check/did-uk-prime-minister-state-owns-children/
266,https://www.snopes.com/fact-check/jane-goodall-trump-primate-behavior/
267,https://www.snopes.com/fact-check/plastic-layer-covering-romaine-lettuce/
268,https://www.snopes.com/fact-check/dj-avicii-expose-pedophile-ring/
269,https://www.snopes.com/fact-check/daredevil-ride-motorcycle-lake-como/
270,https://www.snopes.com/fact-check/rapists-and-child-support/
271,https://www.snopes.com/fact-check/actors-gun-facts-2/
272,https://www.snopes.com/fact-check/actors-gun-facts/
273,https://www.snopes.com/fact-check/did-orca-eat-an-ice-fisherman/
274,https://www.snopes.com/fact-check/ohio-candidate-pro-assad-group/
275,https://www.snopes.com/fact-check/michael-cohen-the-fixer-ads/
276,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
277,https://www.snopes.com/fact-check/canada-refugee-benefits/
278,https://www.snopes.com/fact-check/cut-onions-contamination/
279,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
280,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
281,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
282,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
283,https://www.snopes.com/fact-check/white-house-comment-line-trump/
284,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
285,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
286,https://www.snopes.com/fact-check/planned-parenthood-midterm-elections/
287,https://www.snopes.com/fact-check/giant-manta-ray-photo/
288,https://www.snopes.com/fact-check/prisoner-died-testicles-missing/
289,https://www.snopes.com/fact-check/town-crier-announces-royal-birth/
290,https://www.snopes.com/fact-check/yeti-nra-business-ties/
291,https://www.snopes.com/fact-check/mike-pences-brother-russian-military/
292,https://www.snopes.com/fact-check/mysterious-creature-terrorizing-argentina/
293,https://www.snopes.com/fact-check/florida-deputy-david-hogg/
294,https://www.snopes.com/fact-check/trump-barbara-bush-funeral/
295,https://www.snopes.com/fact-check/bbc-nato-russia-nuclear-incident/
296,https://www.snopes.com/fact-check/california-bible-ban/
297,https://www.snopes.com/fact-check/millionaire-horsepower-llamathrust/
298,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
299,https://www.snopes.com/fact-check/canada-refugee-benefits/
300,https://www.snopes.com/fact-check/cut-onions-contamination/
301,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
302,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
303,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
304,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
305,https://www.snopes.com/fact-check/white-house-comment-line-trump/
306,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
307,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
308,https://www.snopes.com/fact-check/did-leonard-refuse-play-anti-trump-comments/
309,https://www.snopes.com/fact-check/is-this-proof-white-helmets-staged-chemical-attack/
310,https://www.snopes.com/fact-check/malia-obama-anti-trump-website/
311,https://www.snopes.com/fact-check/michigan-licenses-yellow-stars/
312,https://www.snopes.com/fact-check/hillary-clinton-anti-trump-website/
313,https://www.snopes.com/fact-check/andre-the-giant-samuel-beckett/
314,https://www.snopes.com/fact-check/italian-economist-removed-terrorism/
315,https://www.snopes.com/fact-check/starbucks-coupon-for-black-customers-only/
316,https://www.snopes.com/fact-check/suge-knight-dead/
317,https://www.snopes.com/fact-check/mark-zuckerberg-closing-facebook/
318,https://www.snopes.com/fact-check/was-dead-kennedys-jello-biafra-sued/
319,https://www.snopes.com/fact-check/live-abortion-for-bitcoin/
320,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
321,https://www.snopes.com/fact-check/canada-refugee-benefits/
322,https://www.snopes.com/fact-check/cut-onions-contamination/
323,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
324,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
325,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
326,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
327,https://www.snopes.com/fact-check/white-house-comment-line-trump/
328,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
329,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
330,https://www.snopes.com/fact-check/whatsapp-martinelli-phone-virus-warning/
331,https://www.snopes.com/fact-check/was-statue-unknown-soldier-vandals/
332,https://www.snopes.com/fact-check/barbara-bush-death-hoax/
333,https://www.snopes.com/fact-check/bill-nye-terbium/
334,https://www.snopes.com/fact-check/hillary-clinton-snuff-film/
335,https://www.snopes.com/fact-check/vermont-state-trooper-attacked-hooligans/
336,https://www.snopes.com/fact-check/did-clinton-say-syria-israel-leaked-e-mail/
337,https://www.snopes.com/fact-check/donald-trump-tweet-warnings-obama-ordering-syrian-airstrikes/
338,https://www.snopes.com/fact-check/einstein-world-war-iv-sticks-stones/
339,https://www.snopes.com/fact-check/lisa-barsoomian-rod-rosenstein/
340,https://www.snopes.com/fact-check/kkk-tax-exempt-religious-organization/
341,https://www.snopes.com/fact-check/article-54-of-obamacare/
342,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
343,https://www.snopes.com/fact-check/canada-refugee-benefits/
344,https://www.snopes.com/fact-check/cut-onions-contamination/
345,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
346,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
347,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
348,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
349,https://www.snopes.com/fact-check/white-house-comment-line-trump/
350,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
351,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
352,https://www.snopes.com/fact-check/pence-white-house-syria-photo/
353,https://www.snopes.com/fact-check/census-bureau-japanese-americans/
354,https://www.snopes.com/fact-check/woman-survive-titanic-hindenburg-pearl-harbor-9-11/
355,https://www.snopes.com/fact-check/philadelphia-starbucks-arrest/
356,https://www.snopes.com/fact-check/armed-students-delaware-high-school-1973/
357,https://www.snopes.com/fact-check/new-study-officially-declare-fluoride-neurotoxin/
358,https://www.snopes.com/fact-check/did-conor-mcgregor-and-floyd-mayweather-sign-for-a-rematch/
359,https://www.snopes.com/fact-check/jeffrey-dahmer-next-ice-bong/
360,https://www.snopes.com/fact-check/fortnite-battle-royale-ending/
361,https://www.snopes.com/fact-check/jerry-brown-preparing-release-10000-pedophiles-rapists-prison/
362,https://www.snopes.com/fact-check/tilapia-mutant-fish/
363,https://www.snopes.com/fact-check/pope-francis-married-priests/
364,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
365,https://www.snopes.com/fact-check/canada-refugee-benefits/
366,https://www.snopes.com/fact-check/cut-onions-contamination/
367,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
368,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
369,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
370,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
371,https://www.snopes.com/fact-check/white-house-comment-line-trump/
372,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
373,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
374,https://www.snopes.com/fact-check/are-parents-choice-diapers-chemical-burns/
375,https://www.snopes.com/fact-check/sperm-whale-die-swallowing-64-pounds-plastic-debris/
376,https://www.snopes.com/fact-check/did-who-medical-marijuana-no-health-risks/
377,https://www.snopes.com/fact-check/president-donald-trump-exempt-daughters-clothing-line-china-tariffs/
378,https://www.snopes.com/fact-check/trump-sprinklers-apartment-fire/
379,https://www.snopes.com/fact-check/is-facebook-removing-share-button-pro-trump-posts/
380,https://www.snopes.com/fact-check/liberals-protesting-trump-photo/
381,https://www.snopes.com/fact-check/russian-woman-embalmed-alive-formalin-drip/
382,https://www.snopes.com/fact-check/can-stone-dissolve-iron/
383,https://www.snopes.com/fact-check/did-principal-implement-halal-menu/
384,https://www.snopes.com/fact-check/cdc-doctor-flu-shot-dead/
385,https://www.snopes.com/fact-check/jamie-allman-david-hogg-poker/
386,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
387,https://www.snopes.com/fact-check/canada-refugee-benefits/
388,https://www.snopes.com/fact-check/cut-onions-contamination/
389,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
390,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
391,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
392,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
393,https://www.snopes.com/fact-check/white-house-comment-line-trump/
394,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
395,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
396,https://www.snopes.com/fact-check/daredevils-playing-tennis-airplane/
397,https://www.snopes.com/fact-check/did-aldrin-reveal-the-truth-about-aliens/
398,https://www.snopes.com/fact-check/walmart-gift-card-2018/
399,https://www.snopes.com/fact-check/did-a-sunbather-catch-a-cobra-bare-hands/
400,https://www.snopes.com/fact-check/did-pope-francis-cancel-the-bible/
401,https://www.snopes.com/fact-check/california-bill-police-imitation-weapons/
402,https://www.snopes.com/fact-check/us-more-registered-voters-than-adults/
403,https://www.snopes.com/fact-check/joy-behar-trump-tower-fire/
404,https://www.snopes.com/fact-check/muslima-nurse-practitioner-son/
405,https://www.snopes.com/fact-check/malia-obama-white-people-blended-out/
406,https://www.snopes.com/fact-check/dhs-compile-database-journalists-bloggers/
407,https://www.snopes.com/fact-check/was-marine-u-s-marine-flags-home/
